Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Salary,Remotework
No,Unknown,849.85,6,3,Unknown,516,4,F,4,3,Sales executive,3,Married,2,No,11,3.0,1,Part time,1,3,3.0,7,7,6,1984,82370.0,yes
No,Unknown,331.29,13,4,Unknown,517,13,M,3,1,Laboratory technician,1,Unknown,1,Nan,14,3.0,4,Unknown,1,3,3.0,9,1,4,1974,53914.11,yes
No,Unknown,1723.43,28,2,Technical degree,518,4,M,2,4,Research director,2,Single,1,Nan,11,3.0,3,Unknown,0,2,3.0,21,8,6,1978,53914.11,no
No,Unknown,1032.49,2,3,Unknown,519,3,F,3,3,Sales executive,4,Unknown,4,Nan,12,3.0,2,Part time,1,5,3.0,10,0,3,1977,100071.84,no
No,Unknown,492.56,15,3,Unknown,520,4,M,2,1,Research scientist,1,Married,0,No,19,3.0,4,Full time,1,2,3.0,7,7,3,1996,47740.0,no
No,Travel_rarely,1973.98,2,3,Unknown,521,1,F,3,5,Manager,3,Married,5,Nan,11,3.0,1,Unknown,0,2,3.0,22,4,14,1981,53914.11,yes
No,Unknown,556.26,2,3,Unknown,522,4,F,2,2,Sales executive,2,Married,2,Nan,14,3.0,4,Part time,0,3,3.0,9,0,8,1974,53914.11,yes
No,Travel_rarely,556.26,15,2,Life sciences,523,4,M,2,2,Laboratory technician,3,Single,0,Yes,12,3.0,4,Part time,0,3,3.0,9,0,8,1994,53914.11,yes
No,Non-travel,471.3,12,4,Marketing,524,12,F,3,2,Sales executive,3,Unknown,0,No,20,3.0,3,Part time,0,2,3.0,9,8,7,1989,45680.0,no
No,Unknown,618.33,1,4,Unknown,525,1,F,2,2,Manufacturing director,3,Divorced,1,No,18,3.0,3,Unknown,1,2,3.0,7,0,7,1986,59930.0,no
No,Unknown,670.53,11,3,Unknown,526,2,F,2,2,Manufacturing director,2,Single,1,No,13,3.0,3,Full time,0,3,3.0,6,0,3,1987,64990.0,yes
No,Unknown,356.16,29,3,Unknown,527,3,F,3,1,Research scientist,4,Single,5,Nan,13,3.0,2,Full time,0,2,3.0,6,0,3,1978,34520.0,yes
No,Travel_rarely,290.04,15,3,Unknown,528,3,F,3,1,Research scientist,4,Unknown,1,No,19,3.0,1,Part time,0,1,3.0,6,1,5,1994,28111.13,no
No,Unknown,660.01,1,3,Unknown,529,3,M,3,2,Manufacturing director,2,Unknown,1,No,20,3.0,1,Full time,1,6,3.0,6,1,4,1997,63970.0,no
No,Unknown,556.26,9,4,Life sciences,530,2,F,3,2,Sales executive,4,Single,1,No,16,3.0,4,Part time,0,1,3.0,7,0,7,1995,53914.11,yes
No,Travel_frequently,556.26,30,4,Technical degree,531,4,M,2,2,Healthcare representative,4,Married,0,No,11,3.0,4,Unknown,3,4,3.0,6,0,4,1981,53914.11,yes
No,Travel_rarely,556.26,2,1,Life sciences,532,2,F,3,2,Sales executive,4,Unknown,4,Yes,13,3.0,3,Part time,0,2,3.0,6,0,5,1992,53914.11,yes
No,Travel_rarely,1032.49,47,3,Unknown,533,47,M,3,3,Manufacturing director,4,Single,4,Nan,17,3.0,4,Part time,0,3,3.0,6,1,2,1986,100071.84,yes
No,Non-travel,1032.49,9,4,Unknown,534,1,F,3,3,Sales executive,2,Divorced,1,No,13,3.0,4,Part time,1,6,3.0,9,7,7,1986,100071.84,no
No,Travel_rarely,556.26,1,4,Life sciences,535,2,M,3,2,Manufacturing director,2,Married,6,Nan,12,3.0,2,Part time,1,2,3.0,6,4,3,1986,53914.11,no
No,Travel_rarely,281.15,23,3,Medical,536,2,F,4,1,Research scientist,4,Unknown,1,Nan,11,3.0,2,Part time,2,3,3.0,6,1,4,1999,27250.0,yes
No,Unknown,1973.98,3,3,Unknown,537,1,F,3,5,Manager,2,Married,1,No,11,3.0,3,Unknown,1,2,3.0,32,10,7,1973,53914.11,no
No,Unknown,373.7,1,2,Life sciences,538,2,F,2,1,Research scientist,4,Unknown,1,Yes,13,3.0,4,Full time,1,3,3.0,6,1,3,1989,36220.0,yes
No,Travel_frequently,556.26,3,1,Medical,539,4,M,4,2,Sales executive,4,Unknown,1,Nan,20,3.0,2,Unknown,2,3,3.0,6,0,4,1996,53914.11,no
No,Unknown,637.62,42,1,Unknown,540,42,M,3,2,Sales executive,4,Single,1,No,23,3.0,2,Full time,0,5,3.0,6,1,4,1998,61800.0,no
No,Unknown,647.32,25,3,Other,541,4,F,3,2,Sales executive,4,Single,1,No,22,3.0,3,Full time,0,5,3.0,6,1,4,1989,62740.0,yes
No,Unknown,452.01,2,4,Unknown,542,3,M,2,1,Research scientist,1,Unknown,1,Nan,11,3.0,3,Full time,0,3,3.0,6,1,3,1989,43810.0,yes
No,Unknown,1032.49,7,3,Other,543,3,F,3,3,Manufacturing director,3,Single,3,No,21,3.0,2,Unknown,0,3,3.0,8,1,6,1988,53914.11,no
No,Unknown,264.02,16,1,Medical,544,16,M,2,1,Research scientist,1,Unknown,1,Nan,11,3.0,4,Part time,0,3,3.0,6,1,1,1988,25590.0,no
No,Unknown,566.22,1,4,Unknown,545,3,M,4,2,Healthcare representative,2,Married,1,Yes,13,3.0,1,Full time,1,2,3.0,6,1,2,1990,54880.0,yes
No,Unknown,259.38,28,4,Life sciences,546,3,M,3,1,Research scientist,4,Divorced,4,No,22,3.0,1,Part time,1,1,3.0,7,1,7,1994,25140.0,no
No,Travel_frequently,290.04,10,3,Unknown,547,4,M,3,1,Research scientist,2,Divorced,0,No,14,3.0,4,Part time,2,2,3.0,7,1,1,1994,28111.13,yes
No,Unknown,556.26,9,1,Life sciences,548,2,M,3,2,Sales executive,3,Married,1,Nan,20,3.0,1,Part time,0,3,3.0,6,1,3,1989,53914.11,no
No,Travel_rarely,329.75,19,4,Medical,549,4,F,2,1,Laboratory technician,1,Married,1,Nan,12,3.0,3,Unknown,3,2,3.0,6,3,3,1995,31960.0,no
No,Unknown,290.04,2,1,Life sciences,550,1,M,4,1,Research scientist,4,Married,1,Nan,13,3.0,4,Part time,1,5,3.0,10,7,7,1979,28111.13,no
No,Travel_rarely,556.26,11,2,Unknown,551,3,F,3,2,Healthcare representative,1,Married,1,Yes,12,3.0,4,Part time,0,2,3.0,6,0,1,1992,53914.11,no
No,Unknown,290.04,4,2,Life sciences,552,3,F,3,1,Research scientist,4,Unknown,1,Yes,20,3.0,2,Part time,0,2,3.0,8,2,2,1997,28111.13,no
No,Travel_rarely,352.86,1,3,Unknown,553,1,F,3,1,Research scientist,4,Unknown,7,No,12,3.0,3,Full time,1,2,3.0,6,1,2,1976,34200.0,yes
No,Unknown,290.04,5,2,Unknown,554,3,F,4,1,Laboratory technician,3,Single,0,No,14,3.0,1,Part time,0,2,3.0,6,1,3,1986,28111.13,no
No,Unknown,421.67,1,4,Unknown,555,4,F,3,2,Research scientist,1,Married,4,Nan,14,3.0,2,Unknown,1,3,3.0,6,1,2,1991,53914.11,yes
No,Unknown,556.26,2,3,Medical,556,4,F,3,2,Research scientist,2,Divorced,0,No,13,3.0,3,Part time,2,4,3.0,9,1,6,1991,53914.11,yes
No,Non-travel,553.84,16,3,Life sciences,557,3,M,3,2,Sales executive,4,Unknown,1,Yes,25,3.0,3,Part time,1,2,3.0,6,1,2,1990,53680.0,no
Yes,Unknown,1334.67,9,3,Unknown,558,3,F,1,4,Sales executive,3,Married,7,No,11,3.0,3,Full time,0,3,3.0,23,14,10,1976,129360.0,yes
Yes,Unknown,556.26,1,2,Unknown,559,2,M,3,2,Sales executive,4,Unknown,8,Yes,11,3.0,1,Part time,0,0,3.0,6,0,5,1982,53914.11,no
No,Travel_rarely,290.04,16,3,Medical,560,1,F,4,1,Laboratory technician,2,Married,0,Nan,13,3.0,3,Part time,1,5,3.0,5,0,3,1988,28111.13,no
No,Travel_rarely,290.04,2,3,Life sciences,561,3,F,3,1,Research scientist,2,Married,0,No,23,3.0,4,Part time,1,3,3.0,5,0,4,1994,28111.13,no
No,Travel_rarely,556.26,1,3,Life sciences,562,2,F,3,2,Research scientist,2,Unknown,1,No,17,3.0,2,Part time,2,3,3.0,10,0,9,1991,53914.11,yes
No,Travel_rarely,290.04,1,3,Medical,563,2,F,2,1,Research scientist,3,Single,1,No,18,3.0,1,Part time,0,3,3.0,6,0,4,1988,28111.13,no
No,Unknown,1032.49,13,3,Unknown,564,4,F,1,3,Manufacturing director,4,Unknown,4,No,11,3.0,1,Unknown,0,3,3.0,6,0,2,1967,53914.11,yes
No,Unknown,435.5,4,3,Medical,565,2,F,3,2,Sales executive,3,Unknown,1,Nan,15,3.0,2,Part time,0,3,3.0,5,0,4,1995,42210.0,yes
Yes,Travel_rarely,556.26,5,3,Unknown,566,3,F,2,2,Sales executive,3,Single,1,Yes,11,3.0,4,Unknown,0,1,3.0,6,0,3,1998,53914.11,yes
Yes,Unknown,512.06,14,4,Life sciences,567,2,M,3,1,Research scientist,2,Unknown,9,Nan,18,3.0,1,Full time,3,2,3.0,5,4,3,1967,49630.0,yes
No,Unknown,290.04,6,3,Unknown,568,3,M,2,1,Research scientist,2,Married,1,Nan,19,3.0,3,Part time,0,3,3.0,5,4,3,1997,28111.13,no
Yes,Unknown,433.33,9,3,Medical,569,1,M,3,1,Laboratory technician,1,Unknown,7,No,22,3.0,1,Unknown,0,2,3.0,5,0,4,1991,53914.11,no
No,Travel_rarely,290.04,18,3,Life sciences,570,1,M,3,1,Research scientist,3,Single,1,No,14,3.0,3,Part time,0,4,3.0,5,0,4,1993,28111.13,yes
No,Travel_rarely,1973.98,11,3,Unknown,571,3,M,3,5,Manager,2,Unknown,3,Nan,15,3.0,2,Unknown,0,5,3.0,5,4,4,1973,53914.11,no
No,Unknown,290.04,6,5,Life sciences,572,3,F,3,1,Research scientist,3,Unknown,3,No,20,3.0,1,Part time,0,2,3.0,5,1,4,1991,28111.13,no
No,Travel_rarely,516.49,4,2,Unknown,573,3,M,3,2,Sales executive,1,Unknown,4,Nan,11,3.0,1,Unknown,1,3,3.0,5,0,3,1978,53914.11,no
No,Unknown,290.04,7,3,Unknown,574,4,F,4,1,Research scientist,4,Divorced,4,No,14,3.0,4,Part time,3,3,3.0,5,2,2,1980,28111.13,yes
Yes,Unknown,788.15,27,3,Marketing,575,2,M,3,3,Sales executive,4,Married,1,Nan,22,3.0,4,Part time,3,3,3.0,10,1,9,1994,76390.0,yes
No,Non-travel,556.26,1,4,Medical,576,3,F,1,2,Manufacturing director,3,Unknown,0,Nan,12,3.0,4,Part time,1,2,3.0,5,1,4,1992,53914.11,yes
Yes,Unknown,290.04,14,3,Unknown,577,3,F,3,1,Laboratory technician,4,Married,5,Yes,13,3.0,3,Unknown,1,2,3.0,5,0,4,1990,53914.11,no
Yes,Unknown,290.04,29,2,Unknown,578,3,F,2,1,Laboratory technician,2,Unknown,0,No,11,3.0,2,Part time,0,2,3.0,5,1,4,1992,28111.13,yes
No,Unknown,670.84,6,4,Unknown,579,3,F,3,2,Sales executive,4,Unknown,4,No,14,3.0,2,Unknown,1,5,3.0,5,0,1,1986,53914.11,yes
No,Unknown,1973.98,4,1,Unknown,580,1,F,3,5,Research director,2,Divorced,3,No,14,3.0,1,Unknown,2,4,3.0,10,1,6,1973,53914.11,no
No,Travel_frequently,1395.44,26,3,Unknown,581,3,M,3,4,Sales executive,2,Married,5,Nan,14,3.0,4,Full time,1,2,3.0,20,4,8,1981,135250.0,yes
No,Unknown,556.26,2,3,Unknown,582,4,F,3,2,Sales executive,3,Unknown,1,Yes,11,3.0,1,Unknown,0,3,3.0,5,0,4,1996,53914.11,yes
No,Non-travel,655.06,1,1,Marketing,583,3,F,3,2,Sales executive,2,Unknown,0,Yes,13,3.0,4,Unknown,1,0,3.0,5,1,4,1996,53914.11,yes
No,Travel_rarely,556.26,6,3,Unknown,584,4,F,2,2,Manufacturing director,2,Single,6,Yes,15,3.0,4,Part time,0,3,3.0,5,1,2,1982,53914.11,yes
No,Travel_rarely,290.04,10,3,Medical,585,3,M,3,1,Laboratory technician,1,Unknown,6,No,20,3.0,2,Part time,1,3,3.0,5,0,3,1986,28111.13,yes
Yes,Unknown,658.25,22,2,Unknown,586,22,F,2,2,Sales executive,3,Unknown,2,Yes,12,3.0,1,Full time,2,6,3.0,6,1,0,1983,63800.0,yes
No,Unknown,1582.77,2,3,Unknown,587,3,M,3,4,Manager,4,Single,2,Yes,13,3.0,3,Full time,0,2,3.0,5,1,2,1968,153407.07,no
Yes,Travel_frequently,320.05,3,1,Unknown,588,3,F,3,1,Research scientist,1,Unknown,0,Nan,22,3.0,3,Full time,0,2,3.0,6,0,4,1997,31020.0,yes
No,Travel_rarely,556.26,2,2,Marketing,589,4,M,3,2,Sales executive,2,Divorced,7,Nan,12,3.0,3,Part time,2,5,3.0,5,1,3,1983,53914.11,yes
No,Unknown,556.26,4,2,Unknown,590,2,M,2,2,Sales executive,4,Single,1,Yes,11,3.0,2,Part time,0,3,3.0,5,1,3,1998,53914.11,no
No,Unknown,556.26,12,3,Unknown,591,2,M,3,2,Sales executive,3,Single,0,No,11,3.0,2,Part time,0,6,3.0,5,4,4,1993,53914.11,yes
No,Travel_rarely,1032.49,32,3,Unknown,592,4,F,2,3,Manufacturing director,3,Married,2,Nan,14,3.0,3,Part time,0,4,3.0,5,0,4,1971,100071.84,no
No,Travel_frequently,470.06,12,2,Unknown,593,1,M,3,2,Research scientist,3,Unknown,2,No,11,3.0,2,Part time,1,3,3.0,5,0,2,1981,45560.0,no
No,Travel_rarely,556.26,2,3,Life sciences,594,3,M,1,2,Manufacturing director,4,Unknown,2,No,20,3.0,3,Unknown,0,2,3.0,5,0,2,1993,53914.11,yes
No,Travel_rarely,436.43,22,3,Life sciences,595,4,F,1,1,Laboratory technician,3,Single,0,No,15,3.0,3,Full time,0,2,3.0,5,4,3,1988,42300.0,no
No,Travel_rarely,1032.49,7,3,Unknown,596,3,F,2,3,Manager,4,Divorced,9,Nan,21,3.0,3,Part time,1,3,3.0,5,0,1,1992,100071.84,yes
No,Travel_rarely,501.33,1,3,Unknown,597,1,M,3,2,Sales executive,3,Single,1,Nan,16,3.0,4,Part time,0,3,3.0,5,0,3,1988,48590.0,yes
No,Unknown,290.04,13,1,Unknown,598,2,F,3,1,Sales representative,3,Unknown,1,Nan,11,3.0,3,Unknown,0,1,3.0,7,0,6,1998,28111.13,yes
No,Travel_rarely,652.27,9,4,Unknown,599,1,M,3,2,Research scientist,4,Married,1,Nan,12,3.0,4,Full time,1,2,3.0,6,0,5,1991,63220.0,no
Yes,Unknown,556.26,27,2,Life sciences,600,2,M,4,2,Sales executive,3,Unknown,4,Yes,12,3.0,4,Part time,0,2,3.0,5,1,3,1976,53914.11,no
No,Travel_frequently,290.04,5,4,Life sciences,601,2,F,2,1,Research scientist,4,Divorced,9,No,12,3.0,2,Part time,1,3,3.0,5,0,3,1993,28111.13,yes
No,Unknown,1110.26,9,3,Marketing,602,4,F,3,3,Sales executive,1,Divorced,4,Yes,12,3.0,3,Full time,1,2,3.0,5,0,2,1978,107610.0,no
No,Travel_rarely,290.04,8,3,Life sciences,603,1,F,2,1,Human resources,1,Unknown,0,Nan,21,3.0,3,Unknown,0,3,3.0,5,0,3,1987,53914.11,yes
No,Unknown,290.04,11,4,Unknown,604,4,F,3,1,Research scientist,4,Unknown,3,Nan,19,3.0,2,Part time,1,2,3.0,6,0,2,1992,28111.13,yes
No,Travel_frequently,306.74,21,2,Medical,605,3,M,3,1,Sales representative,4,Married,5,Nan,15,3.0,2,Full time,1,3,3.0,5,0,0,1986,29730.0,no
No,Travel_rarely,536.92,2,3,Life sciences,606,4,M,2,2,Human resources,4,Unknown,8,No,11,3.0,3,Part time,2,2,3.0,5,0,4,1984,52040.0,no
No,Unknown,556.26,14,2,Unknown,607,3,M,2,2,Sales executive,3,Unknown,7,Nan,17,3.0,1,Part time,0,6,3.0,5,0,3,1981,53914.11,yes
No,Travel_rarely,1032.49,8,2,Unknown,608,3,F,3,3,Sales executive,3,Unknown,5,No,11,3.0,1,Part time,1,2,3.0,8,7,7,1993,100071.84,no
No,Unknown,1795.13,1,2,Medical,609,4,F,3,4,Research director,4,Divorced,9,No,22,3.0,3,Full time,1,1,3.0,5,1,3,1973,173990.0,yes
No,Travel_rarely,1032.49,1,2,Unknown,610,2,F,3,3,Manager,4,Unknown,3,Yes,14,3.0,3,Unknown,1,1,3.0,6,0,4,1964,53914.11,yes
No,Unknown,1032.49,2,4,Life sciences,611,3,M,2,3,Sales executive,3,Married,6,No,11,3.0,2,Part time,1,4,3.0,9,7,0,1969,100071.84,yes
No,Unknown,290.04,9,3,Medical,612,1,M,3,1,Research scientist,3,Married,2,No,19,3.0,2,Part time,1,4,3.0,5,0,3,1967,28111.13,no
No,Unknown,1742.1,1,4,Unknown,613,1,F,4,4,Manager,4,Single,2,No,22,3.0,3,Full time,0,3,3.0,5,2,1,1975,168850.0,yes
No,Unknown,556.26,9,3,Life sciences,614,3,F,3,2,Laboratory technician,2,Single,9,No,15,3.0,3,Part time,0,2,3.0,5,0,3,1984,53914.11,no
No,Travel_rarely,446.02,8,4,Technical degree,615,3,F,3,1,Human resources,3,Unknown,1,No,17,3.0,2,Full time,0,2,3.0,5,1,4,1988,43230.0,yes
No,Travel_rarely,531.87,4,4,Marketing,616,2,F,3,2,Sales executive,1,Single,7,No,13,3.0,4,Unknown,0,3,3.0,6,1,5,1981,51550.0,no
Yes,Unknown,302.92,10,4,Unknown,617,3,F,3,1,Research scientist,3,Single,1,Yes,11,3.0,3,Full time,0,4,3.0,6,0,2,1979,29360.0,no
No,Travel_rarely,290.04,15,1,Unknown,618,2,M,1,1,Research scientist,4,Married,0,Yes,18,3.0,1,Part time,1,2,3.0,5,1,3,1994,28111.13,no
No,Unknown,290.04,2,3,Human resources,619,2,F,3,1,Human resources,3,Unknown,1,No,13,3.0,4,Unknown,1,2,3.0,5,1,4,1990,53914.11,yes
No,Travel_frequently,1032.49,1,4,Unknown,620,4,M,3,3,Manufacturing director,3,Unknown,7,No,17,3.0,1,Part time,1,2,3.0,5,1,4,1969,100071.84,no
No,Unknown,1938.55,4,2,Unknown,621,4,M,2,5,Manager,2,Married,2,Nan,14,3.0,3,Unknown,1,2,3.0,11,0,8,1977,187890.0,yes
No,Non-travel,556.26,9,2,Medical,622,3,M,3,2,Manufacturing director,3,Single,7,Yes,18,3.0,3,Part time,0,3,3.0,8,1,7,1993,53914.11,yes
Yes,Travel_rarely,503.8,7,2,Life sciences,623,4,F,3,2,Laboratory technician,3,Unknown,1,Nan,18,3.0,1,Part time,1,3,3.0,10,1,1,1991,48830.0,yes
Yes,Unknown,1032.49,25,4,Unknown,624,4,F,2,3,Sales executive,2,Single,2,Yes,12,3.0,3,Part time,0,2,3.0,5,1,0,1983,100071.84,yes
No,Non-travel,209.34,26,1,Unknown,625,1,M,2,1,Research scientist,3,Divorced,1,No,20,3.0,3,Part time,3,2,3.0,5,0,0,1989,20290.0,yes
No,Travel_rarely,556.26,21,4,Unknown,626,1,F,2,2,Sales executive,4,Married,3,Nan,12,3.0,4,Part time,2,2,3.0,5,1,4,1984,53914.11,no
No,Unknown,309.11,4,1,Unknown,627,3,F,3,1,Research scientist,3,Married,7,Yes,15,3.0,4,Full time,0,2,3.0,6,1,3,1986,29960.0,no
No,Unknown,556.26,41,1,Life sciences,628,41,F,3,2,Sales executive,4,Marreid,6,Nan,13,3.0,1,Part time,0,2,3.0,5,1,2,1990,53914.11,yes
No,Non-travel,1032.49,25,2,Unknown,629,3,F,3,3,Healthcare representative,3,Unknown,3,No,21,3.0,2,Part time,1,2,3.0,6,0,5,1984,100071.84,no
No,Travel_rarely,290.04,8,4,Other,630,3,M,3,1,Laboratory technician,1,Married,9,No,13,3.0,3,Part time,0,2,3.0,5,0,4,1971,28111.13,yes
No,Unknown,957.25,3,4,Unknown,631,1,M,3,2,Sales executive,2,Single,3,Yes,16,3.0,4,Full time,0,3,3.0,5,0,1,1987,92780.0,yes
No,Unknown,556.26,47,4,Life sciences,632,47,F,2,2,Laboratory technician,4,Single,1,Nan,16,3.0,3,Part time,0,2,3.0,10,1,8,1987,53914.11,yes
No,Travel_rarely,429.41,4,1,Unknown,633,4,M,3,2,Sales executive,3,Married,1,Yes,12,3.0,3,Unknown,2,3,3.0,5,0,3,1999,53914.11,yes
No,Travel_rarely,290.04,1,3,Life sciences,634,4,M,2,1,Laboratory technician,2,Unknown,5,No,17,3.0,1,Part time,1,2,3.0,5,0,2,1989,28111.13,no
No,Unknown,556.26,5,3,Unknown,635,4,F,3,2,Sales executive,1,Single,0,Nan,18,3.0,4,Part time,0,4,3.0,5,1,3,1995,53914.11,yes
No,Travel_rarely,290.04,4,4,Medical,636,1,M,2,1,Laboratory technician,2,Unknown,8,No,11,3.0,4,Part time,0,5,3.0,5,0,2,1990,28111.13,yes
No,Travel_rarely,556.26,14,3,Medical,637,3,M,3,2,Sales executive,3,Married,3,Nan,17,3.0,3,Part time,1,4,3.0,5,1,2,1976,53914.11,yes
Yes,Unknown,290.04,9,4,Life sciences,638,4,F,3,1,Laboratory technician,1,Single,3,Nan,14,3.0,2,Part time,0,3,3.0,5,1,0,1983,28111.13,no
No,Travel_rarely,290.04,49,3,Technical degree,639,49,F,3,1,Research scientist,4,Marreid,4,No,20,3.0,4,Part time,1,3,3.0,5,0,3,1978,28111.13,yes
No,Travel_rarely,556.26,9,2,Unknown,640,1,F,3,2,Sales executive,1,Unknown,0,Nan,12,3.0,4,Part time,0,5,3.0,8,7,1,1983,53914.11,yes
No,Unknown,913.4,2,1,Life sciences,641,1,F,3,2,Healthcare representative,4,Unknown,1,Nan,19,3.0,4,Full time,1,0,3.0,6,1,3,1994,88530.0,yes
No,Unknown,556.26,14,2,Life sciences,642,4,M,3,2,Sales executive,1,Married,1,No,15,3.0,3,Part time,1,2,3.0,5,1,2,1983,53914.11,yes
No,Unknown,503.08,27,3,Unknown,643,4,F,4,1,Laboratory technician,2,Divorced,5,Nan,12,3.0,3,Full time,1,0,3.0,6,0,2,1980,48760.0,no
No,Unknown,220.9,7,3,Unknown,644,2,F,2,1,Research scientist,2,Unknown,1,No,12,3.0,2,Part time,1,3,3.0,6,1,1,1993,21410.0,yes
No,Unknown,800.22,2,2,Unknown,645,4,M,2,3,Manufacturing director,3,Unknown,3,Nan,19,3.0,4,Unknown,1,6,3.0,5,0,2,1985,53914.11,yes
No,Travel_rarely,406.1,10,3,Unknown,646,2,M,3,1,Research scientist,2,Married,1,Nan,11,3.0,1,Full time,1,2,3.0,8,7,7,1986,39360.0,no
No,Travel_rarely,556.26,12,3,Medical,647,4,F,3,2,Manufacturing director,2,Unknown,4,No,21,3.0,3,Part time,0,3,3.0,5,1,0,1984,53914.11,yes
No,Travel_rarely,705.92,11,2,Life sciences,648,11,F,4,2,Healthcare representative,1,Divorced,6,No,20,3.0,1,Full time,1,3,3.0,5,0,4,1987,68420.0,yes
Yes,Travel_rarely,411.56,8,1,Medical,649,4,F,2,1,Laboratory technician,3,Single,1,Nan,11,3.0,1,Full time,0,2,3.0,5,1,2,2000,39890.0,yes
No,Unknown,508.65,2,4,Unknown,650,1,F,2,1,Research scientist,4,Unknown,0,Yes,14,3.0,3,Full time,0,2,3.0,5,1,4,1988,49300.0,yes
No,Travel_frequently,556.26,24,1,Technical degree,651,4,M,3,2,Manufacturing director,4,Single,2,Nan,20,3.0,4,Part time,0,3,3.0,5,1,4,1992,53914.11,yes
No,Travel_rarely,381.95,6,2,Other,652,4,M,2,1,Laboratory technician,3,Married,1,No,11,3.0,2,Unknown,1,3,3.0,5,0,4,1985,53914.11,yes
No,Unknown,279.09,23,4,Medical,653,2,F,1,1,Laboratory technician,3,Married,0,Nan,16,3.0,2,Part time,1,2,3.0,5,0,3,1988,27050.0,yes
No,Unknown,458.92,12,3,Unknown,654,2,M,3,2,Healthcare representative,1,Unknown,2,Nan,12,3.0,2,Part time,1,3,3.0,7,7,7,1983,44480.0,yes
No,Travel_frequently,245.45,48,2,Unknown,655,48,M,3,1,Laboratory technician,4,Single,0,Yes,14,3.0,3,Part time,0,3,3.0,5,0,2,1996,23790.0,yes
No,Unknown,556.26,8,3,Unknown,656,3,M,3,2,Sales executive,2,Unknown,5,No,21,3.0,3,Unknown,1,3,3.0,5,1,4,1982,53914.11,yes
No,Travel_rarely,566.12,15,4,Marketing,657,2,F,3,2,Sales executive,3,Single,1,No,14,3.0,2,Full time,0,2,3.0,10,0,9,1990,54870.0,no
No,Unknown,1973.98,2,1,Life sciences,658,2,F,3,5,Research director,4,Married,3,No,15,3.0,4,Unknown,0,3,3.0,5,4,3,1974,53914.11,no
No,Non-travel,289.92,9,4,Unknown,659,1,F,4,1,Laboratory technician,2,Unknown,1,No,22,3.0,2,Part time,0,3,3.0,5,0,2,1987,28100.0,yes
No,Unknown,922.17,3,3,Life sciences,660,3,F,2,2,Sales executive,2,Divorced,2,Nan,11,3.0,3,Full time,1,5,3.0,5,0,4,1982,89380.0,no
No,Unknown,290.04,41,4,Medical,661,41,M,2,1,Research scientist,1,Single,1,No,14,3.0,2,Part time,0,3,3.0,5,0,4,1994,28111.13,yes
No,Non-travel,1025.14,5,3,Medical,662,2,F,3,2,Manufacturing director,1,Unknown,0,No,19,3.0,2,Full time,0,2,3.0,9,1,7,1992,99360.0,yes
Yes,Travel_rarely,290.04,9,4,Life sciences,663,3,F,2,1,Sales representative,1,Single,7,No,23,3.0,2,Part time,0,4,3.0,5,0,3,1987,28111.13,no
No,Travel_rarely,290.04,2,2,Medical,664,4,M,4,1,Research scientist,3,Unknown,1,No,12,3.0,4,Part time,2,3,3.0,5,1,4,1980,28111.13,no
No,Travel_frequently,556.26,18,3,Life sciences,665,18,M,4,2,Sales executive,1,Marreid,2,No,19,3.0,1,Part time,2,3,3.0,5,1,3,1990,53914.11,no
No,Unknown,562.71,1,5,Marketing,666,2,M,3,2,Sales executive,1,Unknown,5,Nan,21,3.0,3,Full time,1,2,3.0,4,1,3,1979,54540.0,no
No,Unknown,556.26,29,5,Life sciences,667,4,M,3,2,Laboratory technician,4,Single,1,No,11,3.0,4,Part time,0,2,3.0,10,9,9,1985,53914.11,yes
No,Unknown,1933.49,7,2,Medical,668,2,M,2,5,Research director,3,Divorced,5,Nan,12,3.0,4,Unknown,1,2,3.0,27,13,8,1973,53914.11,no
No,Travel_frequently,564.67,1,1,Unknown,669,1,M,2,2,Sales executive,3,Single,7,No,11,3.0,4,Full time,0,2,3.0,4,1,3,1964,54730.0,no
No,Travel_frequently,1393.17,1,4,Life sciences,670,3,F,2,4,Healthcare representative,2,Married,1,No,22,3.0,4,Full time,1,3,3.0,22,11,11,1983,135030.0,no
No,Travel_rarely,1397.91,2,4,Technical degree,671,1,M,3,3,Research director,3,Unknown,9,No,12,3.0,1,Full time,1,5,3.0,4,0,3,1969,135490.0,no
No,Unknown,1874.89,47,3,Unknown,672,1,M,3,5,Research director,2,Unknown,3,Yes,19,3.0,1,Full time,0,1,3.0,8,0,7,1973,181720.0,yes
No,Non-travel,1582.77,26,3,Unknown,673,4,M,4,4,Manager,4,Single,2,Nan,12,3.0,3,Full time,0,3,3.0,5,4,4,1969,153407.07,yes
No,Unknown,286.21,18,1,Life sciences,674,2,F,3,1,Laboratory technician,3,Married,0,No,12,3.0,3,Part time,1,2,3.0,5,1,2,1999,27740.0,yes
